# Migration is number of nodes that have changed color.

Round		Edge-Cut		Swaps		Migrations		T		Skipped
0		8652		3545		3094		2.0
1		7897		7025		3128		2.0
2		7382		10420		3180		2.0
3		7059		13879		3254		2.0
4		6719		17271		3231		2.0
5		6519		20698		3264		2.0
6		6298		24166		3265		2.0
7		6072		27524		3259		2.0
8		5851		30994		3230		2.0
9		5666		34329		3252		2.0
10		5514		37738		3254		2.0
11		5433		41112		3266		2.0
12		5281		44507		3290		2.0
13		5128		47925		3284		2.0
14		4894		51267		3262		2.0
15		4815		54625		3308		2.0
16		4846		57931		3241		2.0
17		4777		61344		3283		2.0
18		4678		64685		3274		2.0
19		4575		68051		3286		2.0
20		4554		71376		3274		2.0
21		4434		74761		3281		2.0
22		4337		78171		3293		2.0
23		4254		81507		3304		2.0
24		4164		84882		3286		2.0
25		4145		88192		3268		2.0
26		4109		91511		3276		2.0
27		4039		94879		3293		2.0
28		4026		98243		3297		2.0
29		3987		101603		3291		2.0
30		3961		105030		3272		2.0
31		3863		108387		3283		2.0
32		3846		111746		3303		2.0
33		3766		115122		3279		2.0
34		3703		118463		3300		2.0
35		3653		121787		3291		2.0
36		3655		125080		3291		2.0
37		3643		128397		3292		2.0
38		3603		131734		3311		2.0
39		3575		135115		3315		2.0
40		3530		138462		3321		2.0
41		3502		141812		3339		2.0
42		3495		145173		3344		2.0
43		3491		148543		3345		2.0
44		3547		151907		3354		2.0
45		3483		155330		3344		2.0
46		3406		158696		3365		2.0
47		3414		162071		3356		2.0
48		3374		165374		3347		2.0
49		3282		168762		3371		2.0
50		3244		172054		3354		2.0
51		3231		175431		3365		2.0
52		3179		178757		3364		2.0
53		3180		182067		3357		2.0
54		3242		185387		3365		2.0
55		3197		188732		3365		2.0
56		3170		192020		3401		2.0
57		3123		195317		3389		2.0
58		3059		198635		3412		2.0
59		3081		202013		3378		2.0
60		3046		205304		3398		2.0
61		3071		208638		3376		2.0
62		3075		212039		3376		2.0
63		3052		215396		3375		2.0
64		3070		218744		3381		2.0
65		3029		222077		3396		2.0
66		2982		225397		3378		2.0
67		2957		228747		3389		2.0
68		2982		232097		3389		2.0
69		2961		235411		3374		2.0
70		2930		238763		3368		2.0
71		2933		242120		3390		2.0
72		2902		245511		3392		2.0
73		2902		248912		3367		2.0
74		2875		252273		3369		2.0
75		2832		255622		3389		2.0
76		2868		258941		3400		2.0
77		2849		262298		3370		2.0
78		2857		265702		3401		2.0
79		2814		269082		3373		2.0
80		2846		272464		3392		2.0
81		2817		275806		3381		2.0
82		2799		279115		3394		2.0
83		2733		282440		3387		2.0
84		2771		285764		3395		2.0
85		2759		289084		3377		2.0
86		2708		292451		3372		2.0
87		2694		295817		3366		2.0
88		2692		299143		3387		2.0
89		2631		302479		3402		2.0
90		2617		305823		3373		2.0
91		2626		309130		3386		2.0
92		2633		312481		3392		2.0
93		2635		315888		3391		2.0
94		2624		319183		3411		2.0
95		2633		322526		3398		2.0
96		2618		325882		3393		2.0
97		2610		329285		3409		2.0
98		2628		332659		3385		2.0
99		2611		336015		3391		2.0
100		2621		339377		3418		0.006
101		2599		342735		3411		1.8E-5
102		2435		343106		3402		5.4E-8
103		2349		343375		3421		1.6200001E-10
104		2301		343628		3420		4.86E-13
105		2250		343877		3409		1.458E-15
106		2229		344137		3409		4.374E-18
107		2181		344323		3411		1.3122E-20
108		2129		344504		3407		3.9366E-23
109		2097		344695		3386		1.18098E-25
110		2075		344848		3387		3.54294E-28
111		2037		344999		3400		1.062882E-30
112		2030		345146		3395		3.188646E-33
113		2012		345309		3392		9.565938E-36
114		1994		345438		3394		2.8697816E-38
115		1949		345567		3394		8.6093E-41
116		1937		345692		3398		2.58E-43
117		1911		345799		3399		1.4E-45
118		1896		345898		3392		0.0
119		1861		346004		3396		0.0
120		1859		346074		3394		0.0
121		1861		346179		3390		0.0
122		1845		346257		3397		0.0
123		1817		346334		3401		0.0
124		1809		346404		3401		0.0
125		1805		346467		3397		0.0
126		1800		346520		3390		0.0
127		1784		346558		3391		0.0
128		1761		346603		3386		0.0
129		1751		346635		3385		0.0
130		1753		346668		3385		0.0
131		1752		346708		3393		0.0
132		1747		346742		3386		0.0
133		1747		346771		3391		0.0
134		1753		346800		3392		0.0
135		1749		346839		3394		0.0
136		1745		346896		3395		0.0
137		1742		346944		3395		0.0
138		1743		346982		3397		0.0
139		1735		347012		3395		0.0
140		1728		347036		3390		0.0
141		1721		347064		3392		0.0
142		1717		347088		3393		0.0
143		1719		347118		3393		0.0
144		1717		347141		3391		0.0
145		1723		347164		3386		0.0
146		1724		347196		3391		0.0
147		1722		347230		3392		0.0
148		1717		347272		3392		0.0
